timestamp_utc,price,rsi_15m,rsi_1h,rsi_1d,rsi_1w,funding_latest,open_interest,price_vs_oi,regime,bias,breakout_risk,flush_risk,support_state,watcher_verdict
2026-05-21T07:49:36.518960+00:00,77780.19,49.3474503506277,55.08290783709521,48.54657510960084,46.650044682785385,1.925e-05,101461.179,price_up_oi_down_short_covering,breakout_test,neutral,high,medium,holding_primary_support,balanced; wait for confirmation at key levels
